접수일자,제작사,차명,모델년도
2020-06-01,아우디폭스바겐코리아,A6 40 TDI quattro,2016
2020-06-01,KG 모빌리티,코란도C,2015
2020-06-02,현대자동차,싼타페(SANTAFE),2020
2020-06-01,현대자동차,제네시스 쿠페(GENESIS Coupe),2009
2020-06-03,한국지엠,윈스톰2.0S디젤,2008
2020-06-01,아우디폭스바겐코리아,A6 45 TFSI quattro,2020
2020-06-01,현대자동차,G80,2021
2020-06-02,현대자동차,그랜저(GRANDEUR),2020
2020-06-01,지엠코리아,캐딜락 XT5,2019
2020-06-01,현대자동차,그랜저(GRANDEUR),2020
2020-06-01,메르세데스-벤츠,E300,2017
2020-06-01,한불모터스,Grand C4 Picasso 2.0 Blue-HDi,2016
2020-06-01,아우디폭스바겐코리아,A6 40 TDI,2020
2020-06-01,기아,K5,2020
2020-06-01,르노코리아,XM3,2020
2020-06-02,아우디폭스바겐코리아,A7 55 TFSI quattro,2020
2020-06-01,르노코리아,XM3,2020
2020-06-01,현대자동차,G80,2021
2020-06-03,현대자동차,포터Ⅱ (PORTERⅡ),2017
2020-06-01,현대자동차,GV80,2020
2020-06-01,르노코리아,XM3,2020
2020-06-01,메르세데스-벤츠,E300,2010
2020-05-29,한국지엠,트랙스 1.4,2016
2020-05-29,BMW,BMW C 400 X,2019
2020-06-02,한국지엠,말리부 2.4 DOHC,2015
2020-06-02,한국지엠,말리부 2.4 DOHC,2015
2020-06-02,아우디폭스바겐코리아,A6 45 TFSI quattro,2020
2020-06-03,현대자동차,그랜드스타렉스(GRAND STAREX),2008
2020-05-29,아우디폭스바겐코리아,A6 45 TFSI quattro,2020
2020-06-01,기아,K7,2020
2020-06-01,기아,K7,2020
2020-06-03,아우디폭스바겐코리아,Polo 5 FL 1.4 TDI BMT,2015
2020-06-02,현대자동차,그랜저(GRANDEUR),2020
2020-06-01,르노코리아,SM7,2015
2020-06-01,현대자동차,그랜저(GRANDEUR),2020
2020-06-01,현대자동차,그랜저(GRANDEUR),2020
2020-05-29,혼다코리아,NSS300A,2020
2020-06-03,르노코리아,XM3,2020
2020-05-29,다임러트럭코리아,Actros,2016
2020-05-28,BMW,BMW 740Li xDrive,2016
2020-05-29,아우디폭스바겐코리아,A7 55 TDI quattro,2016
2020-06-02,기아,K5,2016
2020-05-29,아우디폭스바겐코리아,A7 50 TDI quattro,2016
2020-05-29,기아,모하비,2010
2020-05-29,재규어랜드로버코리아,디스커버리 스포츠 2.0D,2018
2020-06-03,현대자동차,투싼(TUCSON),2017
2020-05-29,KG 모빌리티,코란도C,2014
2020-05-29,메르세데스-벤츠,벤츠 E 300 e,2019
2020-05-29,기아,니로 하이브리드,2018
2020-05-28,한불모터스,3008 1.6 HDi MCP,2016
2020-05-29,르노코리아,XM3,2020
2020-05-28,BMW,BMW X6 M50d WLTP,2018
2020-06-02,아우디폭스바겐코리아,A6 45 TFSI quattro,2020
2020-05-29,현대자동차,그랜저(GRANDEUR),2020
2020-05-29,현대자동차,쏘나타 (SONATA),2011
2020-06-01,아우디폭스바겐코리아,A6 45 TFSI quattro,2020
2020-05-29,현대자동차,그랜저(GRANDEUR),2020
2020-05-28,현대자동차,그랜저(GRANDEUR),2020
2020-05-29,현대자동차,i40 Saloon,2012
2020-06-03,기아,쏘렌토,2010
2020-05-28,현대자동차,그랜저(GRANDEUR),2020
2020-05-28,BMW,BMW X5 xDrive30d,2018
2020-05-28,재규어랜드로버코리아,디스커버리 스포츠 2.0D,2017
2020-05-29,현대자동차,아반떼 하이브리드(AVANTE HYBRID),2010
2020-05-29,아우디폭스바겐코리아,A6 40 TDI,2020
2020-06-03,아우디폭스바겐코리아,A6 45 TFSI quattro,2020
2020-05-28,한국지엠,말리부 2.0 DOHC,2014
2020-05-28,르노코리아,MASTER,2019
2020-05-29,아우디폭스바겐코리아,A6 45 TFSI quattro,2020
2020-05-28,현대자동차,i40 Saloon,2012
2020-05-29,기아,니로 하이브리드,2017
2020-05-27,한국지엠,아베오 1.6 DOHC,2012
2020-05-28,현대자동차,그랜저(GRANDEUR),2020
2020-05-27,르노코리아,SM6,2016
2020-05-28,르노코리아,XM3,2020
2020-05-28,기아,니로 하이브리드,2020
2020-05-28,아우디폭스바겐코리아,A7 55 TFSI quattro,2020
2020-05-27,기아,카니발 하이리무진,2017
2020-05-28,한국지엠,캡티바 2.0 디젤,2016
2020-05-28,르노코리아,XM3,2020
2020-05-28,르노코리아,XM3,2020
2020-05-29,현대자동차,맥스크루즈 (MAXCRUZ),2016
2020-05-28,KG 모빌리티,코란도스포츠,2018
2020-05-28,르노코리아,XM3,2020
2020-05-28,현대자동차,맥스크루즈 (MAXCRUZ),2014
2020-05-29,르노코리아,XM3,2020
2020-05-29,현대자동차,코나 일렉트릭 (KONA ELECTRIC),2019
2020-05-27,현대자동차,그랜저(GRANDEUR),2020
2020-05-28,르노코리아,XM3,2020
2020-05-28,아우디폭스바겐코리아,A6 40 TDI,2020
2020-05-28,현대자동차,그랜저(GRANDEUR),2020
2020-05-28,르노코리아,XM3,2020
2020-05-28,한국지엠,캡티바 2.0D 디젤,2015
2020-05-29,현대자동차,그랜저(GRANDEUR),2020
2020-06-02,르노코리아,XM3,2020
2020-05-29,르노코리아,XM3,2020
2020-05-28,르노코리아,XM3,2020
2020-05-28,현대자동차,그랜저(GRANDEUR),2020
2020-05-29,르노코리아,XM3,2020
2020-05-28,르노코리아,XM3,2020
2020-05-29,아우디폭스바겐코리아,Golf 2.0 TDI BMT,2015
2020-05-29,BMW,BMW 320d,2017
2020-05-29,르노코리아,XM3,2020
2020-05-27,BMW,BMW C 400 GT,2019
2020-05-29,한국지엠,캡티바 2.0 디젤,2018
2020-05-27,아우디폭스바겐코리아,A6 45 TFSI quattro,2020
2020-05-26,지엠대우오토앤테크놀로지,CHEVROLET IMPALA 2.5,2016
2020-05-26,현대자동차,그랜저(GRANDEUR),2020
2020-05-27,한국지엠,캡티바 2.0 디젤,2017
2020-05-26,현대자동차,그랜저(GRANDEUR),2020
2020-05-27,르노코리아,XM3,2020
2020-05-27,현대자동차,그랜저(GRANDEUR),2020
2020-05-27,기아,그랜드 카니발,2009
2020-05-26,혼다코리아,ADV750L,2018
2020-05-27,한국지엠,캡티바 2.0 디젤,2017
2020-05-27,르노코리아,XM3,2020
2020-05-27,현대자동차,그랜저(GRANDEUR),2014
2020-05-28,한국지엠,캡티바 2.0 디젤,2017
2020-05-27,한국지엠,크루즈 1.8 DOHC,2012
2020-05-26,현대자동차,아반떼 하이브리드(AVANTE HYBRID),2010
2020-05-27,기아,쏘렌토,2017
2020-05-26,현대자동차,그랜저(GRANDEUR),2010
2020-05-27,재규어랜드로버코리아,디스커버리 스포츠 2.0D,2016
2020-05-27,르노코리아,SM3,2013
2020-05-26,아우디폭스바겐코리아,A6 45 TFSI quattro,2020
2020-05-26,아우디폭스바겐코리아,A6 45 TFSI quattro,2020
2020-05-27,BMW,BMW 118d (17),2020
2020-05-26,BMW,BMW 118d,2018
2020-05-27,한국지엠,캡티바 2.0 디젤,2016
2020-05-27,르노코리아,XM3,2020
2020-05-26,포드,퓨전,2013
2020-05-29,한국지엠,캡티바 2.0 디젤,2016
2020-05-27,아우디폭스바겐코리아,A6 40 TDI quattro,2016
2020-05-25,만트럭버스코리아,TGX,2016
2020-05-25,현대자동차,제네시스(GENESIS),2015
2020-05-26,아우디폭스바겐코리아,A6 45 TFSI quattro,2020
2020-05-27,아우디폭스바겐코리아,A6 45 TFSI quattro,2020
2020-05-26,현대자동차,싼타페(SANTAFE),2008
2020-05-25,기아,쏘렌토,2010
2020-05-26,기아,K5,2011
2020-05-25,볼보그룹코리아트럭,FH 트랙터,2019
2020-05-26,르노코리아,SM5 LPLi,2013
2020-05-27,포드,익스플로러,2015
2020-05-26,아우디폭스바겐코리아,A6 45 TFSI quattro,2020
2020-05-25,볼보그룹코리아트럭,FH 트랙터,2016
2020-05-26,BMW,BMW 320d M Sport Package,2020
2020-05-26,르노코리아,XM3,2020
2020-05-28,현대자동차,제네시스(GENESIS),2015
2020-05-26,아우디폭스바겐코리아,A6 45 TFSI quattro,2020
2020-05-26,신제일정공,제일3.1톤윙바디,2016
2020-05-28,현대자동차,그랜저 하이브리드,2018
2020-05-26,아우디폭스바겐코리아,A6 45 TFSI quattro,2020
2020-05-25,아우디폭스바겐코리아,A6 45 TFSI quattro,2020
2020-05-25,기아,K7,2013
2020-05-26,르노코리아,XM3,2020
2020-05-26,르노코리아,SM3,2010
2020-05-26,아우디폭스바겐코리아,A6 45 TFSI quattro,2020
2020-05-25,한국모터트레이딩,YZF-R1,2015
2020-05-26,르노코리아,XM3,2020
2020-05-27,르노코리아,XM3,2020
2020-05-26,현대자동차,그랜저(GRANDEUR),2020
2020-05-25,현대자동차,그랜저(GRANDEUR),2020
2020-05-25,아우디폭스바겐코리아,A6 45 TFSI quattro,2020
2020-05-25,아우디폭스바겐코리아,A6 45 TFSI quattro,2020
2020-05-25,르노코리아,XM3,2020
2020-05-26,현대자동차,그랜저(GRANDEUR),2020
2020-05-27,아우디폭스바겐코리아,A6 45 TFSI quattro,2020
2020-05-25,현대자동차,맥스크루즈 (MAXCRUZ),2014
2020-05-27,아우디폭스바겐코리아,A6 45 TFSI quattro,2020
2020-05-25,아우디폭스바겐코리아,A6 45 TFSI quattro,2020
2020-05-25,기아,K5,2020
2020-05-27,메르세데스-벤츠,벤츠 E350 4Matic,2019
2020-05-25,아우디폭스바겐코리아,A6 45 TFSI quattro,2020
2020-05-25,르노코리아,XM3,2020
2020-05-26,현대자동차,맥스크루즈 (MAXCRUZ),2015
2020-05-27,아우디폭스바겐코리아,A6 40 TDI,2020
2020-05-27,아우디폭스바겐코리아,A7 3.0 TDI quattro,2013
2020-05-26,현대자동차,쏘나타(SONATA),2016
2020-05-26,르노코리아,SM6,2017
2020-05-25,현대자동차,그랜저(GRANDEUR),2020
2020-05-25,아우디폭스바겐코리아,A6 45 TFSI quattro,2020
2020-05-25,BMW,BMW 530i Luxury,2020
2020-05-25,현대자동차,투싼(TUCSON),2018
2020-05-26,현대자동차,투싼(TUCSON),2015
2020-05-27,르노코리아,SM7,2007
2020-05-25,한국지엠,말리부 2.0 DOHC,2015
2020-05-22,현대자동차,투싼(TUCSON),2019
2020-05-25,아우디폭스바겐코리아,A6 45 TFSI quattro,2020
2020-05-25,아우디폭스바겐코리아,A6 45 TFSI quattro,2020
2020-05-22,현대자동차,싼타페(SANTAFE),2014
2020-05-22,아우디폭스바겐코리아,Golf 2.0 TDI BMT,2015
2020-05-25,현대자동차,그랜저(GRANDEUR),2020
2020-05-25,현대자동차,에쿠스(EQUUS),2010
2020-05-25,한국지엠,트랙스 1.4,2014
2020-05-25,한국지엠,크루즈 1.8 DOHC,2012
2020-05-25,현대자동차,그랜저(GRANDEUR),2020
2020-05-25,기아,포르테 쿱,2010
2020-05-25,아우디폭스바겐코리아,Polo 5 FL 1.4 TDI BMT,2015
2020-05-25,아우디폭스바겐코리아,A6 35 TDI,2016
2020-05-26,아우디폭스바겐코리아,A6 45 TFSI quattro,2020
2020-05-25,아우디폭스바겐코리아,Golf 1.4 TSI,2016
2020-05-26,현대자동차,맥스크루즈 (MAXCRUZ),2016
2020-05-25,아우디폭스바겐코리아,A5 Sportback 45 TFSI quattro,2019
2020-05-22,한국지엠,크루즈 1.8 DOHC,2014
2020-05-27,BMW,BMW Gran Turismo EfficientDynamics Edition,2017
2020-05-25,BMW,MINI Cooper S Countryman,2011
2020-05-26,기아,K7,2013
2020-05-22,현대자동차,그랜저(GRANDEUR),2020
2020-05-22,현대자동차,맥스크루즈 (MAXCRUZ),2014
2020-05-22,아우디폭스바겐코리아,A6 45 TDI quattro,2015
2020-05-22,현대자동차,쏘나타 하이브리드 (SONATA HYBRID),2020
2020-05-21,아우디폭스바겐코리아,A6 40 TDI quattro,2016
2020-05-21,현대자동차,i40,2012
2020-05-21,현대자동차,그랜저(GRANDEUR),2020
2020-05-22,현대자동차,그랜저(GRANDEUR),2020
2020-05-22,현대자동차,그랜저(GRANDEUR),2020
2020-05-21,현대자동차,그랜저(GRANDEUR),2013
2020-05-22,아우디폭스바겐코리아,A6 40 TDI,2020
2020-05-21,BMW,BMWActiveHybrid7,2010
2020-05-25,BMW,MINI Cooper S Countryman,2011
2020-05-22,아우디폭스바겐코리아,A6 45 TFSI quattro,2020
2020-05-22,아우디폭스바겐코리아,A6 45 TFSI quattro,2020
2020-05-22,볼보그룹코리아트럭,FH 카고,2017
2020-05-22,아우디폭스바겐코리아,A6 45 TFSI quattro,2020
2020-05-22,현대자동차,투싼(TUCSON),2010
2020-05-26,한국지엠,말리부 2.4 DOHC,2015
2020-05-22,한국지엠,트랙스 1.4,2014
2020-05-26,현대자동차,그랜저(GRANDEUR),2020
2020-05-21,기아,니로 EV,2019
2020-05-21,아우디폭스바겐코리아,A4 35 TDI quattro,2015
2020-05-21,아우디폭스바겐코리아,A6 45 TFSI quattro,2020
2020-05-20,현대자동차,그랜저(GRANDEUR),2020
2020-05-20,현대자동차,그랜저(GRANDEUR),2020
2020-05-21,아우디폭스바겐코리아,Passat 1.8 TSI,2015
2020-05-22,현대자동차,코나(KONA),2018
2020-05-20,현대자동차,코나 일렉트릭 (KONA ELECTRIC),2019
2020-05-21,아우디폭스바겐코리아,A6 35 TDI,2018
2020-05-21,아우디폭스바겐코리아,A6 45 TFSI quattro,2020
2020-05-21,아우디폭스바겐코리아,A6 3.0 TFSI quattro,2013
2020-05-21,재규어랜드로버코리아,디스커버리 스포츠 2.0D,2016
2020-05-21,한국지엠,트랙스 1.4,2013
2020-05-21,KG 모빌리티,렉스턴,2013
2020-05-21,아우디폭스바겐코리아,A6 45 TFSI quattro,2020
2020-05-21,한국지엠,올란도 2.0 LPG,2014
2020-05-20,현대자동차,그랜저(GRANDEUR),2020
2020-05-21,현대자동차,그랜저(GRANDEUR),2020
2020-05-20,아우디폭스바겐코리아,A6 45 TFSI quattro,2020
2020-05-21,현대자동차,투싼(TUCSON),2010
2020-05-20,현대자동차,그랜저(GRANDEUR),2020
2020-05-26,현대자동차,그랜저(GRANDEUR),2020
2020-05-21,현대자동차,쏘나타 하이브리드 (SONATA HYBRID),2020
2020-05-20,현대자동차,그랜저(GRANDEUR),2020
2020-05-21,현대자동차,G80,2021
2020-05-20,아우디폭스바겐코리아,A6 3.0 TDI quattro,2013
2020-05-22,아우디폭스바겐코리아,A6 45 TFSI quattro,2020
2020-05-21,현대자동차,G80,2021
2020-05-21,아우디폭스바겐코리아,A6 45 TFSI quattro,2019
2020-05-22,에프엠케이,마세라티 기블리 디젤,2016
2020-05-21,아우디폭스바겐코리아,Q5 2.0 TDI quattro,2010
2020-05-22,아우디폭스바겐코리아,A6 40 TDI,2020
2020-05-21,아우디폭스바겐코리아,A6 45 TFSI quattro,2020
2020-05-21,크라이슬러코리아,짚 체로키,2015
2020-05-21,현대자동차,그랜저(GRANDEUR),2020
2020-05-21,현대자동차,투싼(TUCSON),2016
2020-05-21,기아,카니발,2015
2020-05-21,한국지엠,말리부 2.0 DOHC,2013
2020-05-21,현대자동차,맥스크루즈 (MAXCRUZ),2016
2020-05-22,현대자동차,쏘나타(SONATA),2020
2020-05-20,현대자동차,그랜저(GRANDEUR),2020
2020-05-19,기아,셀토스,2020
2020-05-20,현대자동차,그랜저(GRANDEUR),2011
2020-05-19,한국지엠,캡티바 2.0D 디젤,2014
2020-05-19,현대자동차,그랜저(GRANDEUR),2020
2020-05-21,기아,K5,2014
2020-05-19,BMW,MINI Cooper D Countryman ALL4,2015
2020-05-20,재규어랜드로버코리아,디스커버리 스포츠 2.0D,2016
2020-05-19,BMW,BMW 320d xDrive Gran Turismo Sport WLTP,2018
2020-05-19,르노코리아,SM7,2012
2020-05-21,아우디폭스바겐코리아,A6 45 TFSI quattro,2020
2020-05-20,현대자동차,쏘나타 (SONATA),2009
2020-05-19,현대자동차,그랜저(GRANDEUR),2020
2020-05-20,르노코리아,SM3,2015
2020-05-21,아우디폭스바겐코리아,A6 45 TFSI quattro,2020
2020-05-20,아우디폭스바겐코리아,A6 45 TFSI quattro,2020
2020-05-20,BMW,BMW 320d M Sport Package,2020
2020-05-20,BMW,BMW 620d xDrive M Sport Package,2020
2020-05-18,현대자동차,그랜저(GRANDEUR),2020
2020-05-19,BMW,BMW 530e iPerformance M Sport Package,2020
2020-05-19,기아,K7,2013
2020-05-19,기아,봉고Ⅲ 파워게이트,2020
2020-05-19,현대자동차,그랜저(GRANDEUR),2020
2020-05-19,현대자동차,그랜저 하이브리드(GRANDEUR HYBRID),2020
2020-05-19,기아,그랜드 카니발,2012
2020-05-19,아우디폭스바겐코리아,A5 Sportback 35 TDI quattro,2016
2020-05-22,기아,K7,2020
2020-05-19,BMW,BMW X5 xDrive30d M Sport Package,2020
2020-05-19,기아,카니발 하이리무진,2019
2020-05-18,KG 모빌리티,렉스턴스포츠,2019
2020-05-18,기아,모하비,2020
2020-05-18,현대자동차,그랜저(GRANDEUR),2020
2020-05-19,BMW,BMW 540i xDrive M Sport Package,2020
2020-05-20,현대자동차,그랜저(GRANDEUR),2020
2020-05-19,기아,K7 하이브리드,2020
2020-05-19,르노코리아,SM6,2016
2020-05-18,현대자동차,그랜저(GRANDEUR),2020
2020-05-18,현대자동차,투싼(TUCSON),2016
2020-05-18,현대자동차,G80,2021
2020-05-19,아우디폭스바겐코리아,A6 45 TFSI quattro,2020
2020-05-19,기아,K7 하이브리드,2020
2020-05-19,기아,K7,2020
2020-05-20,아우디폭스바겐코리아,A7 50 TDI quattro,2016
2020-05-19,현대자동차,투싼(TUCSON),2018
2020-05-20,현대자동차,i40 Saloon,2012
2020-05-19,현대자동차,베라크루즈(VERACRUZ),2015
2020-05-20,르노코리아,XM3,2020
2020-05-19,현대자동차,그랜저(GRANDEUR),2020
2020-05-19,BMW,BMW 520d xDrive M Sport Package,2020
2020-05-21,현대자동차,맥스크루즈 (MAXCRUZ),2018
2020-05-20,BMW,BMW 530i Luxury,2020
2020-05-19,현대자동차,그랜저(GRANDEUR),2020
2020-05-18,현대자동차,그랜저(GRANDEUR),2020
2020-05-20,아우디폭스바겐코리아,A6 45 TFSI quattro,2020
2020-05-19,KG 모빌리티,코란도C,2015
2020-05-19,기아,K7,2020
2020-05-19,현대자동차,그랜저(GRANDEUR),2012
2020-05-20,아우디폭스바겐코리아,A6 45 TFSI quattro,2020
2020-05-19,BMW,BMW 320d M Sport Package,2020
2020-05-19,아우디폭스바겐코리아,A6 45 TFSI quattro,2020
2020-05-19,아우디폭스바겐코리아,A6 45 TFSI quattro,2020
2020-05-18,BMW,BMW 330i Luxury,2020
2020-05-18,아우디폭스바겐코리아,A6 45 TFSI quattro,2020
2020-05-18,기아,니로 하이브리드,2018
2020-05-18,현대자동차,투싼(TUCSON),2011
2020-05-18,현대자동차,그랜저(GRANDEUR),2020
2020-05-18,기아,K7,2020
2020-05-18,기아,K7,2020
2020-05-18,기아,니로 하이브리드,2018
2020-05-19,기아,니로 하이브리드,2017
2020-05-18,크라이슬러코리아,짚 레니게이드 2.4,2016
2020-05-18,현대자동차,맥스크루즈 (MAXCRUZ),2017
2020-05-19,현대자동차,맥스크루즈 (MAXCRUZ),2016
2020-05-18,기아,K7,2020
2020-05-18,기아,셀토스,2020
2020-05-18,기아,K7,2020
2020-05-18,기아,K7,2020
2020-05-18,기아,니로 하이브리드,2018
2020-05-18,기아,K7,2020
2020-05-18,KG 모빌리티,코란도C,2012
2020-05-18,현대자동차,맥스크루즈 (MAXCRUZ),2017
2020-05-18,아우디폭스바겐코리아,A6 45 TFSI quattro,2020
2020-05-18,아우디폭스바겐코리아,Golf 2.0 TDI BMT,2016
2020-05-15,혼다코리아,CR-V 4WD,2016
2020-05-18,기아,K7,2020
2020-05-15,현대자동차,맥스크루즈 (MAXCRUZ),2016
2020-05-18,기아,카니발,2016
2020-05-18,한국지엠,말리부 2.0 DOHC,2015
2020-05-20,KG 모빌리티,코란도,2020
2020-05-18,기아,K7,2020
2020-05-15,BMW,BMW C 400 X,2019
2020-05-18,기아,K7,2020
2020-05-19,아우디폭스바겐코리아,A6 45 TFSI quattro,2020
2020-05-18,아우디폭스바겐코리아,A6 45 TFSI quattro,2020
2020-05-18,재규어랜드로버코리아,레인지로버 SDV8,2019
2020-05-18,볼보자동차코리아,볼보 XC60D5,2017
2020-05-18,기아,K7 하이브리드,2020
2020-05-19,기아,K7 하이브리드,2020
2020-05-19,BMW,MINI Cooper(15),2020
2020-05-18,메르세데스-벤츠,C220 CDI,2011
2020-05-18,기아,쏘렌토,2010
2020-05-18,기아,니로 하이브리드,2017
2020-05-15,현대자동차,베라크루즈(VERACRUZ),2015
2020-05-15,기아,니로 하이브리드,2020
2020-05-15,현대자동차,쏘나타(SONATA),2020
2020-05-14,아우디폭스바겐코리아,Tiguan 2.0 TDI,2011
2020-05-14,한국지엠,라보롱카고,2020
2020-05-15,기아,K7,2020
2020-05-15,한국지엠,말리부 2.0 DOHC,2013
2020-05-15,기아,K7 하이브리드,2020
2020-05-15,현대자동차,i40 Saloon,2012
2020-05-15,현대자동차,투싼(TUCSON),2016
2020-05-15,현대자동차,맥스크루즈 (MAXCRUZ),2014
2020-05-14,현대자동차,쏘나타 (SONATA),2010
2020-05-14,현대자동차,투싼(TUCSON),2007
2020-05-18,현대자동차,싼타페(SANTAFE),2013
2020-05-15,기아,K7,2014
2020-05-19,아우디폭스바겐코리아,A6 35 TDI,2016
2020-05-15,기아,K7,2020
2020-05-15,아우디폭스바겐코리아,A6 45 TFSI quattro,2020
2020-05-15,아우디폭스바겐코리아,A5 Sportback 2.0 TDI quattro,2013
2020-05-15,기아,K7,2020
2020-05-14,기아,쏘렌토,2018
2020-05-15,기아,K7,2020
2020-05-15,현대자동차,투싼(TUCSON),2011
2020-05-14,테슬라코리아,Model 3 Long Range,2019
2020-05-15,기아,K7,2020
2020-05-15,기아,K7 하이브리드,2020
2020-05-15,메르세데스-벤츠,S400 L,2015
2020-05-14,기아,K7,2020
2020-05-14,아우디폭스바겐코리아,A6 45 TFSI quattro,2020
2020-05-14,기아,K7 하이브리드,2020
2020-05-14,기아,K5,2011
2020-05-14,한국지엠,올란도 2.0 디젤,2013
2020-05-14,아우디폭스바겐코리아,A6 45 TFSI quattro,2020
2020-05-13,르노코리아,MASTER,2019
2020-05-13,현대자동차,쏘나타(SONATA),2020
2020-05-14,르노코리아,SM7,2012
2020-05-14,아우디폭스바겐코리아,A6 45 TFSI quattro,2020
