접수일자,제작사,차명,모델년도
2020-06-19,현대자동차,그랜저(GRANDEUR),2020
2020-06-19,현대자동차,그랜저(GRANDEUR),2020
2020-06-22,재규어랜드로버코리아,레인지로버 이보크 2.0GTDi,2013
2020-06-22,현대자동차,그랜저(GRANDEUR),2015
2020-06-22,르노코리아,SM7,2017
2020-06-22,기아,K7,2020
2020-06-19,현대자동차,그랜저(GRANDEUR),2020
2020-06-19,현대자동차,그랜저(GRANDEUR),2020
2020-06-22,현대자동차,그랜저(GRANDEUR),2020
2020-06-22,현대자동차,i30,2016
2020-06-22,현대자동차,그랜저(GRANDEUR),2020
2020-06-19,현대자동차,그랜저(GRANDEUR),2015
2020-06-19,포드,Mondeo 2.0,2019
2020-06-19,현대자동차,그랜저(GRANDEUR),2020
2020-06-22,현대자동차,그랜저 하이브리드(GRANDEUR HYBRID),2020
2020-06-24,기아,쏘렌토,2011
2020-06-22,르노코리아,XM3,2020
2020-06-22,혼다코리아,ACCORD HYBRID,2019
2020-06-19,현대자동차,그랜저(GRANDEUR),2020
2020-06-22,기아,K7,2014
2020-06-24,현대자동차,그랜저(GRANDEUR),2020
2020-06-24,르노코리아,SM7,2012
2020-06-23,메르세데스-벤츠,C220 BlueTEC,2015
2020-06-22,아우디폭스바겐코리아,A6 45 TFSI quattro,2020
2020-06-24,현대자동차,그랜저(GRANDEUR),2020
2020-06-24,현대자동차,그랜저(GRANDEUR),2020
2020-06-22,현대자동차,쏘나타(SONATA),2013
2020-06-24,기아,K7,2020
2020-06-23,기아,K5,2016
2020-06-22,현대자동차,그랜저(GRANDEUR),2020
2020-06-23,현대자동차,그랜저(GRANDEUR),2020
2020-06-22,르노코리아,SM7,2013
2020-06-25,현대자동차,그랜저(GRANDEUR),2020
2020-06-22,현대자동차,그랜저(GRANDEUR),2020
2020-06-22,BMW,BMW X5 xDrive40d,2014
2020-06-22,현대자동차,그랜저(GRANDEUR),2020
2020-06-22,현대자동차,그랜저(GRANDEUR),2020
2020-06-22,현대자동차,그랜저(GRANDEUR),2020
2020-06-22,현대자동차,그랜저(GRANDEUR),2020
2020-06-22,현대자동차,그랜저(GRANDEUR),2020
2020-06-23,아우디폭스바겐코리아,A7 50 TDI quattro,2016
2020-06-22,현대자동차,그랜저(GRANDEUR),2020
2020-06-24,현대자동차,그랜저 하이브리드(GRANDEUR HYBRID),2020
2020-06-23,현대자동차,그랜저(GRANDEUR),2020
2020-06-18,현대자동차,그랜저(GRANDEUR),2020
2020-06-24,현대자동차,투싼(TUCSON),2016
2020-06-22,현대자동차,그랜저(GRANDEUR),2020
2020-06-18,현대자동차,그랜저(GRANDEUR),2020
2020-06-18,메르세데스-벤츠,E300,2010
2020-06-22,아우디폭스바겐코리아,Golf 2.0 TDI BMT,2015
2020-06-24,르노코리아,XM3,2020
2020-06-22,현대자동차,그랜저(GRANDEUR),2019
2020-06-22,현대자동차,그랜저(GRANDEUR),2020
2020-06-19,기아,K7,2020
2020-06-19,기아,스토닉,2018
2020-06-23,현대자동차,투싼(TUCSON),2016
2020-06-17,현대자동차,그랜저(GRANDEUR),2019
2020-06-17,한국지엠,크루즈 1.8 DOHC,2012
2020-06-23,기아,K7,2020
2020-06-19,현대자동차,투싼(TUCSON),2016
2020-06-19,현대자동차,그랜저(GRANDEUR),2016
2020-06-22,현대자동차,그랜저(GRANDEUR),2020
2020-06-17,현대자동차,그랜저(GRANDEUR),2020
2020-06-19,KG 모빌리티,티볼리,2020
2020-06-19,현대자동차,에쿠스(EQUUS),2010
2020-06-23,현대자동차,투싼(TUCSON),2016
2020-06-19,기아,스팅어,2018
2020-06-19,르노코리아,XM3,2020
2020-06-23,현대자동차,그랜저(GRANDEUR),2020
2020-06-19,르노코리아,SM7,2015
2020-06-23,아우디폭스바겐코리아,A6 45 TFSI quattro,2020
2020-06-19,한국지엠,트랙스 1.4,2014
2020-06-17,현대자동차,그랜저(GRANDEUR),2020
2020-06-19,현대자동차,그랜저(GRANDEUR),2020
2020-06-17,볼보자동차코리아,레인지로버 스포츠 TDV6,2007
2020-06-19,지엠코리아,캐딜락 CT6,2017
2020-06-19,현대자동차,코나 일렉트릭 (KONA ELECTRIC),2019
2020-06-17,BMW,BMW 520d,2018
2020-06-23,르노코리아,SM7,2012
2020-06-19,기아,K7,2012
2020-06-19,현대자동차,코나 일렉트릭 (KONA ELECTRIC),2019
2020-06-22,현대자동차,그랜저(GRANDEUR),2020
2020-06-19,현대자동차,그랜저(GRANDEUR),2020
2020-06-19,르노코리아,XM3,2020
2020-06-19,르노코리아,SM7,2015
2020-06-22,르노코리아,XM3,2020
2020-06-19,현대자동차,그랜저(GRANDEUR),2020
2020-06-23,르노코리아,XM3,2020
2020-06-19,르노코리아,XM3,2020
2020-06-19,르노코리아,SM6,2016
2020-06-19,르노코리아,CAPTUR,2020
2020-06-18,르노코리아,SM7,2012
2020-06-18,BMW,BMW X3 xDrive20d,2014
2020-06-19,현대자동차,투싼(TUCSON),2017
2020-06-16,기아,K7,2012
2020-06-18,아우디폭스바겐코리아,A6 45 TFSI quattro,2020
2020-06-18,KG 모빌리티,티볼리,2015
2020-06-19,한국지엠,말리부 1.5 TURBO,2017
2020-06-18,아우디폭스바겐코리아,A6 45 TFSI quattro,2020
2020-06-16,기아,K5,2012
2020-06-16,르노코리아,SM5 D,2016
2020-06-18,현대자동차,아반떼(AVANTE),2021
2020-06-19,기아,K7 하이브리드,2020
2020-06-18,기아,쏘렌토,2020
2020-06-18,아우디폭스바겐코리아,A6 40 TDI quattro,2020
2020-06-18,기아,K7 하이브리드,2020
2020-06-18,르노코리아,SM7,2012
2020-06-18,현대자동차,그랜저(GRANDEUR),2020
2020-06-18,한국지엠,크루즈 2.0 디젤,2014
2020-06-18,한국지엠,말리부 2.0 DOHC,2012
2020-06-23,메르세데스-벤츠,C200 CGI,2012
2020-06-18,현대자동차,투싼(TUCSON),2016
2020-06-18,아우디폭스바겐코리아,A6 45 TFSI quattro,2020
2020-06-22,한국지엠,크루즈 2.0 디젤,2014
2020-06-23,현대자동차,G80,2021
2020-06-18,기아,카니발,2019
2020-06-16,르노코리아,XM3,2020
2020-06-16,크라이슬러코리아,짚 랭글러 사하라,2019
2020-06-16,르노코리아,SM6,2016
2020-06-18,포드,익스플로러,2015
2020-06-16,기아,쏘렌토,2021
2020-06-16,현대자동차,그랜저(GRANDEUR),2020
2020-06-22,르노코리아,SM7,2015
2020-06-18,르노코리아,SM7,2013
2020-06-18,크라이슬러코리아,짚 레니게이드,2019
2020-06-19,현대자동차,그랜저(GRANDEUR),2018
2020-06-23,르노코리아,XM3,2020
2020-06-18,르노코리아,SM7,2015
2020-06-18,르노코리아,SM6,2016
2020-06-19,아우디폭스바겐코리아,A6 45 TFSI quattro,2020
2020-06-19,르노코리아,SM3,2014
2020-06-18,아우디폭스바겐코리아,Tiguan 2.0 TDI Blue Motion,2014
2020-06-19,현대자동차,투싼(TUCSON),2016
2020-06-18,기아,K5,2011
2020-06-18,르노코리아,XM3,2020
2020-06-17,르노코리아,QM6,2020
2020-06-19,아우디폭스바겐코리아,Tiguan 2.0 TDI BMT,2016
2020-06-17,현대자동차,아반떼(AVANTE),2021
2020-06-17,아우디폭스바겐코리아,A4 30 TDI,2015
2020-06-17,현대자동차,에쿠스(EQUUS),2010
2020-06-15,한국지엠,트랙스 1.4,2015
2020-06-17,한국지엠,아베오 1.4,2015
2020-06-17,르노코리아,XM3,2020
2020-06-17,르노코리아,XM3,2020
2020-06-16,기아,카렌스,2007
2020-06-18,기아,K7,2020
2020-06-18,메르세데스-벤츠,C200 CGI,2013
2020-06-15,한성특장,한성8.5톤플러스카고,2020
2020-06-15,현대자동차,G80,2020
2020-06-15,르노코리아,XM3,2020
2020-06-19,르노코리아,MASTER,2019
2020-06-17,현대자동차,그랜저(GRANDEUR),2020
2020-06-17,르노코리아,CAPTUR,2020
2020-06-18,한성특장,한성8.5톤플러스카고,2020
2020-06-17,르노코리아,XM3,2020
2020-06-17,기아,K3,2019
2020-06-17,현대자동차,에쿠스(EQUUS),2010
2020-06-15,볼보그룹코리아트럭,FH 트랙터,2018
2020-06-15,현대자동차,그랜저(GRANDEUR),2020
2020-06-15,KG 모빌리티,로디우스,2005
2020-06-19,볼보자동차코리아,볼보 S60T5,2014
2020-06-18,KG 모빌리티,코란도C,2012
2020-06-17,르노코리아,XM3,2020
2020-06-15,아우디폭스바겐코리아,Touareg 3.0 TDI Blue Motion,2015
2020-06-16,BMW,BMW X5 xDrive30d M Sport Package,2020
2020-06-18,르노코리아,XM3,2020
2020-06-15,BMW,BMW X5 xDrive30d,2018
2020-06-18,르노코리아,CAPTUR,2020
2020-06-17,르노코리아,XM3,2020
2020-06-17,르노코리아,QM6,2020
2020-06-17,현대자동차,쏘나타(SONATA),2020
2020-06-17,현대자동차,그랜저(GRANDEUR),2020
2020-06-18,현대자동차,그랜저(GRANDEUR),2020
2020-06-17,르노코리아,XM3,2020
2020-06-17,현대자동차,에쿠스(EQUUS),2010
2020-06-19,현대자동차,에쿠스(EQUUS),2012
2020-06-17,크라이슬러코리아,짚 체로키 2.4,2019
2020-06-15,르노코리아,XM3,2020
2020-06-15,현대자동차,그랜저(GRANDEUR),2015
2020-06-16,현대자동차,에쿠스(EQUUS),2014
2020-06-16,르노코리아,XM3,2020
2020-06-17,르노코리아,SM3,2014
2020-06-16,현대자동차,아반떼(AVANTE),2021
2020-06-17,현대자동차,쏘나타 (SONATA),2011
2020-06-16,기아,K5,2011
2020-06-16,르노코리아,XM3,2020
2020-06-16,르노코리아,XM3,2020
2020-06-16,르노코리아,XM3,2020
2020-06-16,르노코리아,SM6,2016
2020-06-16,기아,K5,2011
2020-06-17,현대자동차,에쿠스(EQUUS),2011
2020-06-16,아우디폭스바겐코리아,A5 2.0 TFSI Quattro,2010
2020-06-17,르노코리아,XM3,2020
2020-06-16,기아,K7,2016
2020-06-15,르노코리아,XM3,2020
2020-06-16,기아,쏘렌토,2021
2020-06-15,기아,K5,2016
2020-06-15,아우디폭스바겐코리아,A6 45 TFSI quattro,2020
2020-06-15,르노코리아,XM3,2020
2020-06-15,현대자동차,그랜저(GRANDEUR),2020
2020-06-15,현대자동차,i30,2010
2020-06-17,르노코리아,XM3,2020
2020-06-17,르노코리아,XM3,2020
2020-06-17,현대자동차,아반떼(AVANTE),2011
2020-06-15,르노코리아,XM3,2020
2020-06-15,르노코리아,XM3,2020
2020-06-15,현대자동차,i40 Saloon,2013
2020-06-16,르노코리아,XM3,2020
2020-06-15,르노코리아,XM3,2020
2020-06-15,르노코리아,XM3,2020
2020-06-17,현대자동차,G80,2021
2020-06-12,현대자동차,싼타페(SANTAFE),2015
2020-06-15,현대자동차,G80,2017
2020-06-15,르노코리아,CAPTUR,2020
2020-06-12,KG 모빌리티,티볼리,2020
2020-06-15,현대자동차,그랜저(GRANDEUR),2020
2020-06-15,재규어랜드로버코리아,디스커버리 스포츠 2.0D,2016
2020-06-17,BMW,BMW 528i,2015
2020-06-15,르노코리아,XM3,2020
2020-06-15,현대자동차,에쿠스(EQUUS),2010
2020-06-12,지엠대우오토앤테크놀로지,CHEVROLET BOLT EV,2019
2020-06-15,현대자동차,i40 Saloon,2014
2020-06-15,르노코리아,XM3,2020
2020-06-15,르노코리아,XM3,2020
2020-06-15,KG 모빌리티,렉스턴,2013
2020-06-15,르노코리아,SM6,2016
2020-06-15,현대자동차,제네시스(GENESIS),2014
2020-06-12,현대자동차,싼타페(SANTAFE),2019
2020-06-15,르노코리아,XM3,2020
2020-06-15,기아,스포티지,2017
2020-06-12,현대자동차,G80,2021
2020-06-12,한국지엠,말리부 2.0 DOHC,2014
2020-06-12,르노코리아,XM3,2020
2020-06-11,기아,K9,2014
2020-06-12,르노코리아,XM3,2020
2020-06-11,현대자동차,그랜저(GRANDEUR),2020
2020-06-15,현대자동차,에쿠스(EQUUS),2010
2020-06-11,볼보그룹코리아트럭,FH 트랙터,2019
2020-06-16,르노코리아,XM3,2020
2020-06-12,르노코리아,XM3,2020
2020-06-12,현대자동차,맥스크루즈 (MAXCRUZ),2014
2020-06-12,포르쉐코리아,카이엔 디젤,2016
2020-06-15,기아,K7,2012
2020-06-15,르노코리아,XM3,2020
2020-06-15,르노코리아,XM3,2020
2020-06-12,한국지엠,트랙스 1.4,2020
2020-06-12,아우디폭스바겐코리아,A6 45 TFSI quattro,2020
2020-06-12,아우디폭스바겐코리아,A6 45 TFSI quattro,2020
2020-06-16,기아,쏘렌토,2015
2020-06-15,한국지엠,스파크 1.0,2016
2020-06-10,현대자동차,그랜저(GRANDEUR),2020
2020-06-12,아우디폭스바겐코리아,A6 45 TFSI quattro,2020
2020-06-12,현대자동차,그랜저(GRANDEUR),2019
2020-06-12,지엠코리아,캐딜락 CT6 2.0T,2018
2020-06-12,르노코리아,SM6,2016
2020-06-16,기아,쏘렌토,2021
2020-06-10,기아,봉고Ⅲ 플러스냉동차,2019
2020-06-12,르노코리아,SM6,2016
2020-06-16,현대자동차,G80,2021
2020-06-12,현대자동차,맥스크루즈 (MAXCRUZ),2016
2020-06-12,아우디폭스바겐코리아,A6 45 TFSI quattro,2020
2020-06-11,아우디폭스바겐코리아,A6 45 TFSI quattro,2020
2020-06-15,르노코리아,XM3,2020
2020-06-11,현대자동차,G80,2021
2020-06-11,현대자동차,아반떼 하이브리드(AVANTE HYBRID),2010
2020-06-09,현대자동차,그랜저(GRANDEUR),2020
2020-06-15,현대자동차,제네시스(GENESIS),2012
2020-06-09,볼보그룹코리아트럭,Actros,2018
2020-06-11,BMW,MINI Cooper Clubman,2017
2020-06-12,기아,K7,2013
2020-06-09,한국지엠,윈스톰2.0S디젤,2009
2020-06-11,현대자동차,그랜저 하이브리드(GRANDEUR HYBRID),2020
2020-06-09,현대자동차,그랜저(GRANDEUR),2014
2020-06-11,한국지엠,캡티바 2.0 디젤,2017
2020-06-15,현대자동차,쏘나타(SONATA),2019
2020-06-09,기아,K7,2013
2020-06-12,현대자동차,그랜저(GRANDEUR),2020
2020-06-11,르노코리아,XM3,2020
2020-06-09,에프엠케이,마세라티 기블리 디젤,2016
2020-06-11,현대자동차,그랜저(GRANDEUR),2020
2020-06-09,현대자동차,쏘나타(SONATA),2018
2020-06-11,현대자동차,그랜저(GRANDEUR),2020
2020-06-09,기아,K7,2013
2020-06-11,현대자동차,그랜저(GRANDEUR),2020
2020-06-09,BMW,BMW M5,2014
2020-06-09,현대자동차,그랜저(GRANDEUR),2020
2020-06-11,기아,K7,2020
2020-06-09,메르세데스-벤츠,Mercedes-Benz E 250,2020
2020-06-09,기아,봉고Ⅲ 1톤,2020
2020-06-11,현대자동차,그랜저(GRANDEUR),2020
2020-06-11,기아,쏘렌토,2015
2020-06-11,현대자동차,그랜저(GRANDEUR),2020
2020-06-11,현대자동차,베르나(VERNA),2007
2020-06-09,현대자동차,마이티,2019
2020-06-11,현대자동차,G80,2021
2020-06-11,기아,쏘렌토,2021
2020-06-10,르노코리아,XM3,2020
2020-06-11,기아,니로 하이브리드,2018
2020-06-10,현대자동차,그랜저(GRANDEUR),2020
2020-06-10,현대자동차,그랜저(GRANDEUR),2020
2020-06-10,르노코리아,XM3,2020
2020-06-10,현대자동차,베라크루즈(VERACRUZ),2008
2020-06-08,BMW,BMW 520i Luxury,2020
2020-06-10,BMW,BMW 520d,2013
2020-06-10,현대자동차,에쿠스(EQUUS),2010
2020-06-10,르노코리아,XM3,2020
2020-06-10,르노코리아,XM3,2020
2020-06-08,현대자동차,그랜저(GRANDEUR),2020
2020-06-11,기아,K9,2014
2020-06-08,르노코리아,XM3,2020
2020-06-12,르노코리아,XM3,2020
2020-06-10,르노코리아,XM3,2020
2020-06-08,현대자동차,GV80,2020
2020-06-10,르노코리아,XM3,2020
2020-06-10,르노코리아,XM3,2020
2020-06-10,기아,니로 하이브리드,2017
2020-06-08,기아,그랜드 카니발,2008
2020-06-08,현대자동차,그랜저(GRANDEUR),2020
2020-06-10,르노코리아,XM3,2020
2020-06-10,르노코리아,XM3,2020
2020-06-12,기아,쏘렌토,2021
2020-06-10,아우디폭스바겐코리아,A6 45 TFSI quattro,2020
2020-06-10,기아,쏘렌토,2021
2020-06-08,현대자동차,그랜저(GRANDEUR),2020
2020-06-11,기아,쏘렌토,2021
2020-06-08,현대자동차,그랜저(GRANDEUR),2020
2020-06-11,KG 모빌리티,코란도C,2012
2020-06-15,기아,쏘렌토,2021
2020-06-12,한국지엠,말리부 1.8 HYBRID,2017
2020-06-08,현대자동차,그랜저(GRANDEUR),2020
2020-06-11,아우디폭스바겐코리아,A6 2.0 TDI,2014
2020-06-10,기아,카니발 하이리무진,2017
2020-06-08,기아,K5,2011
2020-06-10,아우디폭스바겐코리아,Golf 2.0 TDI BMT,2015
2020-06-12,아우디폭스바겐코리아,Golf 1.6 TDI BMT,2014
2020-06-08,기아,K7,2020
2020-06-10,르노코리아,SM6,2016
2020-06-10,현대자동차,그랜저(GRANDEUR),2020
2020-06-11,현대자동차,그랜저(GRANDEUR),2020
2020-06-09,르노코리아,XM3,2020
2020-06-09,르노코리아,XM3,2020
2020-06-09,르노코리아,XM3,2020
2020-06-09,기아,스포티지,2019
2020-06-09,현대자동차,그랜저 하이브리드(GRANDEUR HYBRID),2020
2020-06-10,기아,쏘렌토,2021
2020-06-09,르노코리아,XM3,2020
2020-06-10,르노코리아,CAPTUR,2020
2020-06-09,르노코리아,SM6,2017
2020-06-10,기아,쏘렌토,2021
2020-06-09,현대자동차,맥스크루즈 (MAXCRUZ),2014
2020-06-09,아우디폭스바겐코리아,A6 45 TFSI quattro,2020
2020-06-10,현대자동차,i40,2012
2020-06-09,르노코리아,XM3,2020
2020-06-09,현대자동차,그랜저(GRANDEUR),2020
2020-06-11,기아,쏘렌토,2021
2020-06-10,기아,K5 하이브리드,2016
2020-06-09,기아,쏘렌토,2021
2020-06-10,현대자동차,싼타페(SANTAFE),2019
2020-06-09,기아,쏘렌토,2021
2020-06-09,기아,쏘렌토,2021
2020-06-08,한국지엠,말리부 2.0 DOHC,2014
2020-06-08,아우디폭스바겐코리아,A6 45 TFSI quattro,2020
2020-06-09,아우디폭스바겐코리아,A6 45 TFSI quattro,2020
2020-06-10,현대자동차,쏘나타(SONATA),2016
2020-06-08,기아,K7,2016
2020-06-08,메르세데스-벤츠,E220 CDI,2014
2020-06-10,르노코리아,XM3,2020
2020-06-08,한국지엠,알페온 2.4 DOHC,2015
2020-06-08,르노코리아,SM6,2016
2020-06-10,르노코리아,SM6,2017
2020-06-08,한국지엠,트레일블레이저 1.2 TURBO FWD,2021
2020-06-08,현대자동차,그랜저(GRANDEUR),2020
2020-06-08,르노코리아,SM6,2016
2020-06-10,르노코리아,SM6,2016
2020-06-05,현대자동차,i40,2012
2020-06-10,르노코리아,SM6,2017
2020-06-08,현대자동차,투싼(TUCSON),2015
2020-06-05,현대자동차,GV80,2020
2020-06-08,메르세데스-벤츠,S500L,2008
2020-06-09,현대자동차,포터Ⅱ파워게이트 (PORTER Ⅱ),2020
2020-06-08,르노코리아,XM3,2020
2020-06-08,현대자동차,G80,2021
2020-06-08,르노코리아,XM3,2020
2020-06-08,르노코리아,SM6,2016
2020-06-05,현대자동차,그랜저(GRANDEUR),2020
2020-06-08,BMW,BMW M340i,2020
2020-06-08,아우디폭스바겐코리아,Tiguan 2.0 TDI,2020
2020-06-10,기아,쎄라토,2005
2020-06-08,KG 모빌리티,티볼리,2020
2020-06-08,현대자동차,G80,2021
2020-06-08,현대자동차,G80,2021
2020-06-08,현대자동차,G80,2021
2020-06-08,인테리어다인,벤츠 SLK280,2006
2020-06-08,현대자동차,그랜저(GRANDEUR),2020
2020-06-08,한국지엠,스파크 1.0,2017
2020-06-05,현대자동차,쏘나타(SONATA),2006
2020-06-09,아우디폭스바겐코리아,A6 45 TFSI quattro,2020
2020-06-08,아우디폭스바겐코리아,Touareg 3.0 TDI Blue Motion,2015
2020-06-05,현대자동차,그랜저(GRANDEUR),2020
2020-06-08,르노코리아,SM6,2016
2020-06-08,아우디폭스바겐코리아,A6 45 TFSI quattro,2020
2020-06-09,르노코리아,XM3,2020
2020-06-08,현대자동차,G80,2021
2020-06-08,아우디폭스바겐코리아,A5 2.0 TFSI Quattro,2010
2020-06-10,르노코리아,MASTER,2019
2020-06-10,르노코리아,XM3,2020
2020-06-08,현대자동차,그랜저(GRANDEUR),2020
2020-06-08,현대자동차,G80,2021
2020-06-08,현대자동차,G80,2021
2020-06-09,현대자동차,G80,2021
2020-06-08,현대자동차,G80,2021
2020-06-08,현대자동차,G80,2021
2020-06-08,기아,K7,2020
2020-06-04,아우디폭스바겐코리아,Phaeton 3.0 TDI,2008
2020-06-04,현대자동차,그랜저(GRANDEUR),2020
2020-06-04,기흥모터스,HARLEY-DAVIDSON FLFBS,2018
2020-06-05,기아,쏘렌토,2020
2020-06-10,KG 모빌리티,코란도C,2014
2020-06-05,현대자동차,그랜저(GRANDEUR),2020
2020-06-05,현대자동차,트라고(TRAGO),2012
2020-06-05,기아,K3,2019
2020-06-09,르노코리아,SM6,2016
2020-06-09,기아,K7,2020
2020-06-10,기아,K7,2020
2020-06-05,르노코리아,SM6,2017
2020-06-05,현대자동차,코나 일렉트릭 (KONA ELECTRIC),2019
2020-06-10,현대자동차,코나 일렉트릭 (KONA ELECTRIC),2019
2020-06-04,현대자동차,그랜저(GRANDEUR),2020
2020-06-04,아우디폭스바겐코리아,A6 45 TFSI quattro,2020
2020-06-04,기흥모터스,HARLEY-DAVIDSON FLFBS,2018
2020-06-04,아우디폭스바겐코리아,A6 45 TFSI quattro,2020
2020-06-05,메르세데스-벤츠,S400 하이브리드 L,2010
2020-06-05,아우디폭스바겐코리아,Golf 2.0 TDI BMT,2016
2020-06-05,현대자동차,그랜저(GRANDEUR),2020
2020-06-09,르노코리아,SM6,2019
2020-06-04,KG 모빌리티,코란도C,2015
2020-06-05,한국지엠,올란도 2.0 디젤,2013
2020-06-05,아우디폭스바겐코리아,Golf 2.0 TDI BMT,2016
2020-06-05,르노코리아,SM6,2016
2020-06-09,르노코리아,SM6,2016
2020-06-09,현대자동차,그랜저(GRANDEUR),2020
2020-06-05,르노코리아,SM6,2016
2020-06-04,기흥모터스,HARLEY-DAVIDSON FLFB,2020
2020-06-05,BMW,BMW 730Ld xDrive,2016
2020-06-05,르노코리아,SM6,2016
2020-06-05,KG 모빌리티,코란도C,2018
2020-06-05,기아,니로 하이브리드,2020
2020-06-04,현대자동차,그랜저(GRANDEUR),2020
2020-06-04,아우디폭스바겐코리아,A6 3.0 TDI quattro,2014
2020-06-09,기아,K7,2020
2020-06-04,르노코리아,SM6,2016
2020-06-04,현대자동차,맥스크루즈 (MAXCRUZ),2015
2020-06-03,현대자동차,쏘나타(SONATA),2018
2020-06-04,르노코리아,SM6,2017
2020-06-05,르노코리아,SM6,2016
2020-06-09,기아,스토닉,2020
2020-06-04,현대자동차,아반떼(AVANTE),2018
2020-06-04,현대자동차,그랜저(GRANDEUR),2020
2020-06-04,기아,카니발,2020
2020-06-03,BMW,BMW 535i GT xDrive,2012
2020-06-04,KG 모빌리티,코란도C,2013
2020-06-04,르노코리아,XM3,2020
2020-06-03,BMW,BMW X3 xDrive20d,2018
2020-06-04,아우디폭스바겐코리아,A6 45 TFSI quattro,2020
2020-06-04,BMW,BMW 520d,2013
2020-06-04,르노코리아,SM6,2016
2020-06-04,기아,니로 하이브리드,2018
2020-06-04,현대자동차,쏘나타(SONATA),2015
2020-06-03,현대자동차,그랜저(GRANDEUR),2020
2020-06-05,현대자동차,쏘나타 하이브리드(SONATA HYBRID),2018
2020-06-04,아우디폭스바겐코리아,A6 45 TFSI quattro,2020
2020-06-04,아우디폭스바겐코리아,Phaeton 3.0 TDI,2008
2020-06-04,아우디폭스바겐코리아,A6 45 TFSI quattro,2020
2020-06-03,현대자동차,그랜저(GRANDEUR),2020
2020-06-04,아우디폭스바겐코리아,A6 45 TFSI quattro,2020
2020-06-04,기아,모하비,2017
2020-06-09,현대자동차,쏘나타(SONATA),2020
2020-06-05,현대자동차,그랜저(GRANDEUR),2020
2020-06-03,지엠코리아,캐딜락 Escalade,2019
2020-06-04,르노코리아,SM3,2014
2020-06-02,자일대우상용차,BS110CN,2020
2020-06-03,아우디폭스바겐코리아,Passat 2.0 TSI,2018
2020-06-04,기아,K5,2011
2020-06-05,현대자동차,투싼(TUCSON),2016
2020-06-03,현대자동차,G80,2021
2020-06-03,아우디폭스바겐코리아,A6 40 TDI,2020
2020-06-03,아우디폭스바겐코리아,A6 40 TDI,2020
2020-06-02,르노코리아,QM6,2017
2020-06-02,현대자동차,그랜저(GRANDEUR),2020
2020-06-02,현대자동차,G80,2021
2020-06-02,기아,봉고Ⅲ 1.2톤,2020
2020-06-03,크라이슬러코리아,짚 레니게이드,2015
2020-06-02,볼보자동차코리아,볼보 XC60T6,2015
2020-06-02,한국지엠,올란도 2.0 디젤,2012
2020-06-04,현대자동차,투싼(TUCSON),2016
2020-06-03,아우디폭스바겐코리아,A6 45 TFSI quattro,2020
2020-06-03,아우디폭스바겐코리아,A6 45 TFSI quattro,2020
2020-06-04,혼다코리아,ACCORD HYBRID,2019
2020-06-03,기아,쏘울,2010
2020-06-05,현대자동차,그랜저(GRANDEUR),2020
2020-06-02,현대자동차,그랜저(GRANDEUR),2020
2020-06-04,아우디폭스바겐코리아,A6 45 TFSI quattro,2020
2020-06-03,아우디폭스바겐코리아,A6 45 TFSI quattro,2020
2020-06-02,현대자동차,싼타페(SANTAFE),2016
2020-06-01,지엠코리아,캐딜락 XT5,2019
2020-06-01,현대자동차,i40,2012
2020-06-02,크라이슬러코리아,짚 체로키 2.2,2016
2020-06-02,아우디폭스바겐코리아,Golf 2.0 TDI BMT,2016
2020-06-01,한국지엠,스파크 1.0,2016
2020-06-02,현대자동차,투싼(TUCSON),2011
2020-06-04,크라이슬러코리아,짚 체로키 2.4,2019
2020-06-02,기아,스포티지,2016
2020-06-02,아우디폭스바겐코리아,Golf 2.0 TDI BMT,2015
2020-06-02,아우디폭스바겐코리아,A6 45 TFSI quattro,2020
2020-06-02,아우디폭스바겐코리아,A6 45 TFSI quattro,2020
2020-06-02,기아,K5,2020
2020-06-02,아우디폭스바겐코리아,A6 45 TFSI quattro,2020
2020-06-04,한국지엠,크루즈 1.4,2014
2020-06-02,현대자동차,그랜저 하이브리드(GRANDEUR HYBRID),2020
2020-06-03,BMW,BMW X3 xDrive20i Luxury,2020
2020-06-01,KG 모빌리티,티볼리,2019
2020-06-02,메르세데스-벤츠,E350 Coupe,2011
2020-06-01,현대자동차,그랜저(GRANDEUR),2020
2020-06-02,아우디폭스바겐코리아,A6 45 TFSI quattro,2020
2020-06-02,아우디폭스바겐코리아,Golf GTD BMT,2015
2020-06-02,현대자동차,투싼(TUCSON),2016
2020-06-02,아우디폭스바겐코리아,Golf 2.0 TDI BMT,2015
2020-06-02,아우디폭스바겐코리아,A6 45 TFSI quattro,2020
2020-06-02,현대자동차,그랜저(GRANDEUR),2020
2020-06-01,아우디폭스바겐코리아,A6 45 TFSI quattro,2020
2020-06-02,아우디폭스바겐코리아,A6 40 TDI,2020
2020-06-02,BMW,BMW X4 xDrive20d M Sport Package,2020
2020-06-01,기아,모하비,2015
2020-06-03,KG 모빌리티,코란도C,2011
2020-06-01,아우디폭스바겐코리아,Golf 2.0 TDI BMT,2015
2020-06-03,현대자동차,맥스크루즈 (MAXCRUZ),2017
2020-06-02,아우디폭스바겐코리아,Golf 2.0 TDI BMT,2015
2020-06-01,르노코리아,SM6,2016
2020-06-01,아우디폭스바겐코리아,A6 40 TDI,2020
2020-06-03,현대자동차,맥스크루즈 (MAXCRUZ),2017
2020-06-01,아우디폭스바겐코리아,A6 45 TFSI quattro,2020
